debt_id,collected_amount,date_of_trans
210222,30.0,2022-04-30
241851,26.72,2022-04-30
36284,26.27,2022-04-30
36488,35.55,2022-04-30
242014,22.0,2022-04-30
12758,38.24,2022-04-30
200994,25.75,2022-04-30
242954,27.0,2022-04-30
40558,40.0,2022-04-30
201148,25.0,2022-04-30
202287,5.0,2022-04-30
42039,21.1,2022-04-30
36767,0.92,2022-04-30
242722,40.365,2022-04-30
36569,19.6,2022-04-30
40578,29.85,2022-04-30
41125,44.0,2022-04-30
40374,22.15,2022-04-30
243277,50.0,2022-04-30
203579,16.159,2022-04-30
21893,44.85,2022-04-30
197478,10.0,2022-04-30
201424,22.04,2022-04-30
40068,16.4,2022-04-30
242286,13.0,2022-04-30
10083,46.95,2022-04-30
25316,21.55,2022-04-30
20694,30.3,2022-04-30
210490,27.84,2022-04-30
204001,41.0,2022-04-30
42578,10.5,2022-04-30
243136,24.25,2022-04-30
29617,34.85,2022-04-30
243686,22.0,2022-04-30
41631,35.2,2022-04-30
242935,22.0,2022-04-30
243076,19.95,2022-04-30
36190,27.95,2022-04-30
40163,18.15,2022-04-30
241824,26.95,2022-04-30
24057,35.0,2022-04-30
13434,21.0,2022-04-30
243329,24.0,2022-04-30
242545,18.0,2022-04-30
199485,62.0,2022-04-30
199051,59.2,2022-04-30
11933,28.1,2022-04-30
29260,27.0,2022-04-30
10910,13.0,2022-04-30
204011,23.0,2022-04-30
37454,33.794,2022-04-30
199638,21.0,2022-04-30
36258,13.0,2022-04-30
12338,12.55,2022-04-30
13459,27.6,2022-04-30
41343,13.92,2022-04-30
242168,44.1,2022-04-30
6323,27.8,2022-04-30
199625,14.0,2022-04-30
198610,14.467,2022-04-30
35853,34.53,2022-04-30
199619,23.35,2022-04-30
243067,18.564,2022-04-30
243280,33.5,2022-04-30
20481,18.55,2022-04-30
198251,22.0,2022-04-30
200572,48.94,2022-04-30
11040,44.08,2022-04-30
13204,34.11,2022-04-30
25565,20.42,2022-04-30
197658,34.75,2022-04-30
242044,21.294,2022-04-30
40652,30.0,2022-04-30
243021,17.7,2022-04-30
11653,17.3,2022-04-30
41089,13.8,2022-04-30
243854,66.44,2022-04-30
36857,55.535,2022-04-30
40048,19.0,2022-04-30
40463,25.85,2022-04-30
210178,37.1,2022-04-30
197394,28.65,2022-04-30
198655,18.38,2022-04-30
36804,56.872,2022-04-30
38491,12.0,2022-04-30
242310,37.48,2022-04-30
20141,29.5,2022-04-30
31043,29.0,2022-04-30
198345,34.0,2022-04-30
243238,39.35,2022-04-30
42470,43.796,2022-04-30
25245,22.0,2022-04-30
11468,60.74,2022-04-30
200340,44.1,2022-04-30
25080,15.0,2022-04-30
8635,50.0,2022-04-30
38323,25.52,2022-04-30
40626,16.23,2022-04-30
242418,33.67,2022-04-30
42149,27.5,2022-04-30
210180,36.809,2022-04-30
242159,18.0,2022-04-30
242953,27.85,2022-04-30
35787,51.04,2022-04-30
11712,26.825,2022-04-30
210389,16.24,2022-04-30
201552,21.04,2022-04-30
25297,14.65,2022-04-30
39856,26.842,2022-04-30
202100,15.319,2022-04-30
39972,27.8,2022-04-30
36202,13.859,2022-04-30
20230,27.0,2022-04-30
199484,25.0,2022-04-30
37902,53.6,2022-04-30
24598,47.4,2022-04-30
31390,30.0,2022-04-30
36875,17.862,2022-04-30
199478,30.684,2022-04-30
36323,14.0,2022-04-30
13471,27.816,2022-04-30
9324,23.0,2022-04-30
204941,10.0,2022-04-30
242271,26.5,2022-04-30
10598,54.0,2022-04-30
29344,30.0,2022-04-30
198236,41.72,2022-04-30
29386,29.65,2022-04-30
21669,17.5,2022-04-30
210084,61.442,2022-04-30
204749,18.35,2022-04-30
24494,50.0,2022-04-30
25604,38.199,2022-04-30
243526,17.4,2022-04-30
243663,20.0,2022-04-30
41704,11.308,2022-04-30
36849,14.1,2022-04-30
24738,22.0,2022-04-30
243952,18.8,2022-04-30
197236,44.08,2022-04-30
202120,14.8,2022-04-30
197848,17.12,2022-04-30
29611,33.64,2022-04-30
199347,12.65,2022-04-30
12139,44.055,2022-04-30
243009,17.39,2022-04-30
12766,48.709,2022-04-30
242433,34.8,2022-04-30
12210,45.0,2022-04-30
236930,45.2,2022-04-30
41016,45.43,2022-04-30
198248,20.85,2022-04-30
38386,13.935,2022-04-30
236671,16.5,2022-04-30
198110,41.0,2022-04-30
200664,31.7,2022-04-30
25273,21.91,2022-04-30
29518,29.64,2022-04-30
243264,60.3,2022-04-30
198281,30.0,2022-04-30
243926,15.0,2022-04-30
203365,20.85,2022-04-30
38708,25.52,2022-04-30
20123,25.52,2022-04-30
242032,17.4,2022-04-30
242257,15.2,2022-04-30
243748,10.0,2022-04-30
244330,3.059,2022-04-30
43435,150.0,2022-05-16
203925,50.09,2022-05-02
203748,115.0,2022-05-17
239122,269.852,2022-04-18
43504,400.0,2022-05-08
43378,100.0,2022-05-19
14640,62.0,2022-05-19
200202,309.0,2022-05-19
99,50.0,2022-05-21
239008,92.8,2022-04-25
14715,28.0,2022-05-22
239108,30.0,2022-04-28
239108,40.0,2022-05-01
22069,150.0,2022-05-22
244437,20.0,2022-05-23
244437,41.85,2022-05-23
43441,100.0,2022-05-24
227694,46.3989,2022-05-24
203829,150.0,2022-05-23
203807,25.0,2022-05-16
43354,200.0,2022-05-25
43362,85.0,2022-05-25
244416,40.0,2022-05-28
244418,40.76,2022-05-28
32611,100.0,2022-05-29
244445,50.0,2022-05-29
238624,13.47,2022-05-30
203611,25.0,2022-05-30
238611,41.0,2022-05-30
13675,18.0,2022-05-30
13769,20.0,2022-05-30
238635,27.0,2022-05-30
13728,27.05,2022-05-30
238722,27.84,2022-05-30
238694,34.53,2022-05-30
238661,43.0,2022-05-30
238658,44.46,2022-05-30
238647,66.51,2022-05-30
238643,68.97,2022-05-30
238634,145.0,2022-05-30
14091,5.0,2022-05-30
14374,77.73,2022-05-30
14418,30.0,2022-05-30
14551,61.5,2022-05-30
14635,30.0,2022-05-30
14897,15.0,2022-05-30
238732,60.25,2022-05-30
238739,34.106,2022-05-30
239216,48.0,2022-05-30
239219,49.0,2022-05-30
243995,20.0,2022-05-30
243996,77.5,2022-05-30
243997,124.51,2022-05-30
239223,88.0,2022-05-30
210609,44.35,2022-05-30
239224,10.0,2022-05-30
244041,25.0,2022-05-30
244011,20.0,2022-05-30
43456,150.0,2022-05-30
203832,55.0,2022-05-30
203754,58.486,2022-05-31
244424,51.05,2022-05-31
231154,59.0413,2022-05-31
14525,50.0,2022-05-22
43457,211.0,2022-05-19
239101,60.0,2022-05-31
203903,30.0,2022-06-01
42941,76.99,2022-06-01
17882,5.95,2022-06-01
18910,5.12,2022-06-01
15984,4.28,2022-06-01
15984,5.72,2022-06-01
16167,15.0,2022-06-01
16767,2.01,2022-06-01
16767,12.99,2022-06-01
19490,20.0,2022-06-01
16818,10.0,2022-06-01
17160,4.06,2022-06-01
17160,6.94,2022-06-01
19816,0.3,2022-06-01
19807,1.8,2022-06-01
19877,74.3,2022-06-01
19869,21.21,2022-06-01
17342,6.22,2022-06-01
43424,50.0,2022-06-01
239040,82.4,2022-06-01
244433,53.5,2022-06-01
43458,1000.0,2022-06-01
43454,250.0,2022-06-02
244445,42.4,2022-06-05
206952,35.0,2022-06-05
43488,2000.0,2022-05-31
244441,42.208,2022-06-05
239105,100.75,2022-04-04
239105,30.0,2022-05-28
203833,70.8,2022-06-02
239061,185.6,2022-05-08
239104,44.0,2022-06-02
43387,100.0,2022-06-06
239089,145.0,2022-06-06
203797,35.0,2022-06-06
244423,230.35,2022-06-07
239138,49.75,2022-06-07
43500,300.0,2022-06-06
43473,100.0,2022-05-22
43366,80.0,2022-06-09
43486,150.0,2022-06-09
234920,37.5,2022-06-11
244444,85.0,2022-06-11
233710,25.0,2022-06-12
239033,150.0,2022-05-28
239109,40.0,2022-04-29
239109,50.0,2022-06-01
22102,100.0,2022-06-13
13746,74.0,2022-06-13
43489,150.0,2022-06-13
43340,50.0,2022-06-14
17768,20.0,2022-06-14
227694,34.5,2022-06-15
243454,0.55,2022-06-16
200215,100.0,2022-06-16
43378,100.0,2022-06-18
239058,18.0,2022-06-16
200202,309.0,2022-06-20
203298,200.0,2021-11-10
25492,22.207,2022-05-31
246455,25.55,2022-05-31
246132,20.0,2022-05-31
40337,18.0,2022-05-31
197763,47.0,2022-05-31
242302,15.865,2022-05-31
12495,11.5,2022-05-31
242412,16.243,2022-05-31
242435,16.24,2022-05-31
247168,20.88,2022-05-31
243026,38.859,2022-05-31
198957,14.88,2022-05-31
246439,116.265,2022-05-31
242967,29.58,2022-05-31
246112,23.0,2022-05-31
24649,27.847,2022-05-31
247136,22.0,2022-05-31
233409,18.7,2022-05-31
24566,21.7,2022-05-31
243543,37.9,2022-05-31
246356,40.46,2022-05-31
243166,68.717,2022-05-31
246296,10.0,2022-05-31
35699,39.8,2022-05-31
234493,77.85,2022-05-31
242942,95.65,2022-05-31
246424,120.0,2022-05-31
244591,13.11,2022-05-31
247225,18.56,2022-05-31
243318,20.9,2022-05-31
243327,17.14,2022-05-31
234046,23.05,2022-05-31
24259,25.0,2022-05-31
12397,41.76,2022-05-31
20857,35.0,2022-05-31
206561,28.5,2022-05-31
204649,31.0,2022-05-31
246607,20.9,2022-05-31
24642,41.88,2022-05-31
197818,407.748,2022-05-31
246927,34.8,2022-05-31
31590,14.5,2022-05-31
241897,23.5,2022-05-31
242897,5.0,2022-05-31
243836,15.0,2022-05-31
12748,20.0,2022-05-31
242512,17.4,2022-05-31
243843,12.75,2022-05-31
246770,23.0,2022-05-31
247246,17.4,2022-05-31
241901,34.803,2022-05-31
236173,14.82,2022-05-31
242530,13.4,2022-05-31
246753,20.0,2022-05-31
242966,17.4,2022-05-31
247256,17.4,2022-05-31
38593,59.16,2022-05-31
30714,68.642,2022-05-31
243112,22.04,2022-05-31
242471,20.0,2022-05-31
245933,274.92,2022-05-31
243440,40.377,2022-05-31
242482,33.1,2022-05-31
246646,20.68,2022-05-31
246436,37.47,2022-05-31
242282,19.95,2022-05-31
247118,22.528,2022-05-31
246931,34.8,2022-05-31
238444,1.0,2022-05-31
247100,10.0,2022-05-31
247236,6.4,2022-05-31
247027,29.531,2022-05-31
241949,21.35,2022-05-31
210568,49.0,2022-05-31
243661,18.45,2022-05-31
242592,39.81,2022-05-31
246962,33.451,2022-05-31
242562,22.04,2022-05-31
42246,21.001,2022-05-31
242341,23.0,2022-05-31
246506,19.0,2022-05-31
247211,19.43,2022-05-31
243230,25.52,2022-05-31
241789,87.002,2022-05-31
247053,27.84,2022-05-31
242747,20.4,2022-05-31
197277,22.0,2022-05-31
246232,32.8,2022-05-31
13378,31.0,2022-05-31
28972,18.56,2022-05-31
30822,21.0,2022-05-31
246897,37.102,2022-05-31
200892,14.0,2022-05-31
243514,23.773,2022-05-31
246357,33.41,2022-05-31
246892,37.1,2022-05-31
247223,18.56,2022-05-31
247079,25.199,2022-05-31
241811,18.6,2022-05-31
246411,71.65,2022-05-31
246045,53.89,2022-05-31
247222,23.948,2022-05-31
204109,20.0,2022-05-31
243120,7.28,2022-05-31
242079,20.0,2022-05-31
246432,24.0,2022-05-31
243001,18.587,2022-05-31
242838,17.78,2022-05-31
244374,18.565,2022-05-31
242105,22.04,2022-05-31
246564,18.6,2022-05-31
247276,15.899,2022-05-31
246243,19.09,2022-05-31
242020,13.92,2022-05-31
40464,29.0,2022-05-31
246677,30.0,2022-05-31
242318,21.0,2022-05-31
242463,13.97,2022-05-31
25888,13.91,2022-05-31
198194,24.5,2022-05-31
199493,23.5,2022-05-31
242804,30.0,2022-05-31
246575,79.634,2022-05-31
246696,55.358,2022-05-31
246833,10.0,2022-05-31
242270,12.12,2022-05-31
246480,47.2,2022-05-31
242616,30.0,2022-05-31
246490,17.79,2022-05-31
246224,15.313,2022-05-31
245164,40.0,2022-05-31
247028,29.502,2022-05-31
242008,17.0,2022-05-31
246651,27.741,2022-05-31
243165,46.4,2022-05-31
242051,54.0,2022-05-31
21749,40.0,2022-05-31
243031,37.15,2022-05-31
243057,10.0,2022-05-31
243560,68.05,2022-05-31
243902,25.5,2022-05-31
20867,31.32,2022-05-31
11490,35.0,2022-05-31
11625,63.579,2022-05-31
11382,28.0,2022-05-31
242689,70.076,2022-05-31
20263,21.5,2022-05-31
245523,38.6,2022-05-31
35844,19.25,2022-05-31
242930,33.4,2022-05-31
200346,41.9,2022-05-31
37111,41.0,2022-05-31
242336,23.0,2022-05-31
241652,23.0,2022-05-31
11789,51.2,2022-05-31
242593,13.5,2022-05-31
243623,37.0,2022-05-31
201209,23.9,2022-05-31
13499,25.0,2022-05-31
242233,25.0,2022-05-31
241622,13.9,2022-05-31
37061,36.5,2022-05-31
245633,41.0,2022-05-31
37235,30.85,2022-05-31
243631,28.55,2022-05-31
37587,27.7,2022-05-31
203346,13.92,2022-05-31
242629,12.5,2022-05-31
9692,26.0,2022-05-31
198419,23.0,2022-05-31
246396,27.0,2022-05-31
242149,44.07,2022-05-31
243480,35.0,2022-05-31
246423,41.1,2022-05-31
246240,13.95,2022-05-31
243565,15.04,2022-05-31
21711,23.0,2022-05-31
246046,29.15,2022-05-31
245742,35.1,2022-05-31
210259,27.0,2022-05-31
204057,18.6,2022-05-31
245945,30.001,2022-05-31
242785,55.193,2022-05-31
36276,40.41,2022-05-31
246221,37.007,2022-05-31
244762,50.0,2022-05-31
24134,44.05,2022-05-31
210408,22.0,2022-05-31
242784,162.375,2022-05-31
242262,22.5,2022-05-31
247234,17.941,2022-05-31
20513,40.0,2022-05-31
245638,17.5,2022-05-31
246393,17.979,2022-05-31
210238,32.46,2022-05-31
40815,25.16,2022-05-31
242765,37.5,2022-05-31
242475,27.76,2022-05-31
245879,22.0,2022-05-31
9792,50.47,2022-05-31
245768,22.0,2022-05-31
38432,30.98,2022-05-31
200921,26.9015,2022-05-31
8916,32.0,2022-05-31
31307,25.0,2022-05-31
37504,10.25,2022-05-31
198029,18.523,2022-05-31
245354,29.39,2022-05-31
13330,17.4,2022-05-31
242696,26.475,2022-05-31
29059,44.0,2022-05-31
245900,44.1,2022-05-31
242217,35.0,2022-05-31
200898,27.26,2022-05-31
38182,17.4,2022-05-31
245870,27.818,2022-05-31
245982,20.89,2022-05-31
197314,22.588,2022-05-31
242298,17.4,2022-05-31
244786,18.52,2022-05-31
199658,17.41,2022-05-31
38253,32.799,2022-05-31
246088,32.25,2022-05-31
245902,23.0,2022-05-31
245758,44.0,2022-05-31
199673,34.8,2022-05-31
243149,14.0,2022-05-31
244321,22.04,2022-05-31
243191,44.0,2022-05-31
244288,169.027,2022-05-31
200728,15.4,2022-05-31
24330,30.0,2022-05-31
24520,44.07,2022-05-31
246452,11.35,2022-05-31
242734,33.872,2022-05-31
244763,34.55,2022-05-31
242585,26.0,2022-05-31
245524,11.47,2022-05-31
242539,41.3,2022-05-31
243215,46.798,2022-05-31
241808,20.0,2022-05-31
198991,31.7,2022-05-31
246061,16.06,2022-05-31
37046,23.45,2022-05-31
243045,23.198,2022-05-31
245872,47.15,2022-05-31
244407,12.18,2022-05-31
21891,29.75,2022-05-31
245848,31.9,2022-05-31
244331,17.43,2022-05-31
242549,28.4,2022-05-31
242788,44.0,2022-05-31
245894,15.0,2022-05-31
246008,37.045,2022-05-31
199713,11.6,2022-05-31
246108,17.4,2022-05-31
31501,10.525,2022-05-31
39979,14.5,2022-05-31
244260,5.736,2022-05-31
13201,30.0,2022-05-31
244329,12.75,2022-05-31
242650,22.25,2022-05-31
210418,55.1,2022-05-31
243346,44.07,2022-05-31
10878,28.0,2022-05-31
210371,5.0,2022-05-31
29431,17.4,2022-05-31
243161,23.35,2022-05-31
38109,25.0,2022-05-31
246981,32.385,2022-05-31
36486,12.0,2022-05-31
40906,11.7,2022-05-31
41853,17.4,2022-05-31
244307,10.94,2022-05-31
246084,10.0,2022-05-31
246052,27.2,2022-05-31
36205,44.06,2022-05-31
245989,10.0,2022-05-31
36554,13.158,2022-05-31
242931,13.0,2022-05-31
242625,17.25,2022-05-31
246922,34.8,2022-05-31
12281,30.0,2022-05-31
245359,10.0,2022-05-31
245809,47.67,2022-05-31
244319,33.6,2022-05-31
246509,36.951,2022-05-31
244801,50.0,2022-05-31
245980,13.65,2022-05-31
35766,16.24,2022-05-31
20597,1.25,2022-05-31
242354,22.45,2022-05-31
242528,17.75,2022-05-31
242952,44.08,2022-05-31
40363,32.5,2022-05-31
245984,11.75,2022-05-31
242634,15.0,2022-05-31
245956,22.0,2022-05-31
201859,17.403,2022-05-31
245961,33.26,2022-05-31
200772,15.0,2022-05-31
242603,27.065,2022-05-31
40175,22.0,2022-05-31
20886,8.5,2022-05-31
247305,11.223,2022-05-31
20948,19.304,2022-05-31
200894,27.35,2022-05-31
210215,34.6,2022-05-31
243038,22.0,2022-05-31
29342,46.0,2022-05-31
246047,28.68,2022-05-31
203515,31.95,2022-05-31
25202,22.0,2022-05-31
245985,27.85,2022-05-31
246418,35.65,2022-05-31
241858,16.24,2022-05-31
36567,33.0,2022-05-31
245674,21.0,2022-05-31
245905,32.47,2022-05-31
245947,25.2,2022-05-31
242948,27.88,2022-05-31
245840,46.62,2022-05-31
203559,13.0,2022-05-31
243977,27.4,2022-05-31
203370,13.92,2022-05-31
242621,20.0,2022-05-31
29212,16.24,2022-05-31
243081,25.25,2022-05-31
241890,44.8,2022-05-31
245478,10.0,2022-05-31
242851,24.25,2022-05-31
245476,22.75,2022-05-31
243978,22.23,2022-05-31
245948,25.06,2022-05-31
244718,33.229,2022-05-31
242338,22.16,2022-05-31
202233,12.8,2022-05-31
242886,24.35,2022-05-31
242345,33.15,2022-05-31
242185,43.37,2022-05-31
242859,27.85,2022-05-31
245999,12.0,2022-05-31
242752,15.381,2022-05-31
197808,13.95,2022-05-31
244704,22.0,2022-05-31
40632,35.0,2022-05-31
31343,25.14,2022-05-31
201941,17.4,2022-05-31
245904,17.95,2022-05-31
25312,21.55,2022-05-31
29152,33.07,2022-05-31
245636,34.25,2022-05-31
36285,22.74,2022-05-31
242745,23.013,2022-05-31
242633,26.94,2022-05-31
241921,20.0,2022-05-31
246206,20.537,2022-05-31
40024,20.0,2022-05-31
245761,12.99,2022-05-31
41976,16.75,2022-05-31
245533,14.0,2022-05-31
241829,36.45,2022-05-31
246514,32.0,2022-05-31
199641,15.0,2022-05-31
37428,23.2,2022-05-31
242671,43.4,2022-05-31
242743,22.0,2022-05-31
242973,35.0,2022-05-31
198636,28.0,2022-05-31
245323,20.88,2022-05-31
40468,12.75,2022-05-31
36643,11.25,2022-05-31
35944,40.0,2022-05-31
243453,19.8,2022-05-31
243332,22.06,2022-05-31
200606,26.0,2022-05-31
197309,31.3,2022-05-31
198795,14.0,2022-05-31
243168,25.0,2022-05-31
242124,44.0,2022-05-31
36714,24.19,2022-05-31
40076,17.4,2022-05-31
242828,29.0,2022-05-31
242405,34.219,2022-05-31
38199,22.0,2022-05-31
242451,41.7,2022-05-31
243358,17.4,2022-05-31
201039,12.75,2022-05-31
31525,12.0,2022-05-31
35912,20.0,2022-05-31
41551,16.3,2022-05-31
242825,0.011,2022-05-31
245573,17.17,2022-05-31
242843,14.27,2022-05-31
36704,10.358,2022-05-31
37332,28.6,2022-05-31
245748,25.822,2022-05-31
243678,16.25,2022-05-31
243573,26.0,2022-05-31
245360,17.3,2022-05-31
203510,46.0,2022-05-31
242379,22.9,2022-05-31
243626,23.2,2022-05-31
244616,56.36,2022-05-31
197921,13.92,2022-05-31
242627,10.0,2022-05-31
244703,22.0,2022-05-31
242290,21.0,2022-05-31
243239,17.4,2022-05-31
199945,15.05,2022-05-31
242717,42.677,2022-05-31
41591,23.8,2022-05-31
245239,33.05,2022-05-31
245302,26.0,2022-05-31
244928,52.267,2022-05-31
244686,51.0,2022-05-31
245660,15.31,2022-05-31
243267,72.5,2022-05-31
245388,16.0,2022-05-31
201759,10.0,2022-05-31
242994,32.48,2022-05-31
242106,20.43,2022-05-31
245757,20.0,2022-05-31
241755,16.24,2022-05-31
243173,25.15,2022-05-31
40303,17.0,2022-05-31
242261,23.75,2022-05-31
242449,22.0,2022-05-31
244769,30.738,2022-05-31
244646,13.326,2022-05-31
242620,57.0,2022-05-31
245152,17.4,2022-05-31
245832,37.848,2022-05-31
244720,49.47,2022-05-31
198430,28.35,2022-05-31
200147,18.335,2022-05-31
243121,17.55,2022-05-31
245577,31.97,2022-05-31
242968,13.92,2022-05-31
201530,21.29,2022-05-31
242321,8.7,2022-05-31
201546,11.09,2022-05-31
201549,20.0,2022-05-31
245277,20.0,2022-05-31
241677,16.85,2022-05-31
242680,26.94,2022-05-31
243562,17.639,2022-05-31
243621,19.02,2022-05-31
244296,36.55,2022-05-31
244892,31.9,2022-05-31
241780,25.0,2022-05-31
242700,11.14,2022-05-31
244775,27.26,2022-05-31
244698,20.75,2022-05-31
244484,55.0,2022-05-31
242256,35.0,2022-05-31
242137,4.3335,2022-05-31
197180,16.85,2022-05-31
242554,22.04,2022-05-31
242029,13.85,2022-05-31
243273,21.829,2022-05-31
242089,13.0,2022-05-31
245802,16.9,2022-05-31
201557,21.0,2022-05-31
245799,17.17,2022-05-31
242879,27.73,2022-05-31
243007,26.15,2022-05-31
242732,25.7,2022-05-31
242425,19.95,2022-05-31
241920,46.924,2022-05-31
241628,19.92,2022-05-31
244546,25.52,2022-05-31
244778,25.85,2022-05-31
203432,11.14,2022-05-31
244536,29.36,2022-05-31
202243,12.8,2022-05-31
242348,15.07,2022-05-31
245306,19.0,2022-05-31
244724,18.55,2022-05-31
243568,7.0,2022-05-31
242639,25.0,2022-05-31
243505,21.0,2022-05-31
242658,30.0,2022-05-31
242775,17.0,2022-05-31
244270,16.78,2022-05-31
244538,26.75,2022-05-31
245565,15.45,2022-05-31
244490,10.0,2022-05-31
244470,50.0,2022-05-31
245225,20.45,2022-05-31
244268,17.85,2022-05-31
244585,28.2,2022-05-31
243764,13.6,2022-05-31
242764,16.0,2022-05-31
242409,20.432,2022-05-31
244754,17.4,2022-05-31
213294,90.902,2022-05-31
38037,271.344,2022-05-31
210817,15.0,2022-05-31
211003,11.822,2022-05-31
216070,23.91,2022-05-31
246796,5.0,2022-05-31
216863,21.65,2022-05-31
244335,85.0,2022-05-31
244336,100.0,2022-05-31
214883,20.69,2022-05-31
8038,290.5,2022-05-31
228222,37.0,2022-05-31
231593,174.5,2022-05-31
242687,29.23,2022-05-31
242408,21.15,2022-05-31
36465,20.0,2022-05-31
243151,36.184,2022-05-31
233593,27.45,2022-05-31
242391,47.334,2022-05-31
246163,20.43,2022-05-31
238521,26.35,2022-05-31
246975,32.48,2022-05-31
233219,9.05,2022-05-31
20941,19.84,2022-05-31
242516,18.0,2022-05-31
11877,49.31,2022-05-31
242050,43.44,2022-05-31
247251,17.4,2022-05-31
247263,17.35,2022-05-31
230153,10.0,2022-05-31
237777,20.0,2022-05-31
229941,33.894,2022-05-31
223537,23.19,2022-05-31
222102,13.94,2022-05-31
222959,5.0,2022-05-31
242667,38.28,2022-05-31
12586,40.15,2022-05-31
242670,38.388,2022-05-31
38560,70.508,2022-05-31
31148,30.0,2022-05-31
8402,2.0,2022-05-31
237852,46.4,2022-05-31
246815,41.7602,2022-05-31
234529,38.279,2022-05-31
246722,51.04,2022-05-31
197578,35.353,2022-05-31
241914,22.0,2022-05-31
243013,20.0,2022-05-31
12151,43.37,2022-05-31
242366,30.46,2022-05-31
204315,18.0,2022-05-31
21340,39.45,2022-05-31
242032,18.6,2022-05-31
233710,27.0,2022-05-31
244745,15.0,2022-05-31
203362,15.65,2022-05-31
241998,35.5,2022-05-31
247005,10.0,2022-05-31
200582,16.0,2022-05-31
13224,41.561,2022-05-31
41945,22.0,2022-05-31
237869,12.0,2022-05-31
244382,34.8,2022-05-31
197781,15.4,2022-05-31
241966,34.35,2022-05-31
31371,19.0,2022-05-31
247104,1.0,2022-05-31
234550,15.0,2022-05-31
243217,10.0,2022-05-31
242944,39.44,2022-05-31
247268,10.0,2022-05-31
6267,19.72,2022-05-31
243601,18.55,2022-05-31
247154,69.0,2022-05-31
247101,15.0,2022-05-31
36529,19.716,2022-05-31
237386,182.524,2022-05-31
25027,54.213,2022-05-31
247307,10.0,2022-05-31
42251,25.0,2022-05-31
42064,30.0,2022-05-31
232893,37.113,2022-05-31
42448,35.0,2022-05-31
11922,25.0,2022-05-31
11062,26.0,2022-05-31
199129,20.0,2022-05-31
40102,13.0,2022-05-31
244665,29.8,2022-05-31
203465,19.72,2022-05-31
42173,31.814,2022-05-31
247233,18.044,2022-05-31
31340,25.23,2022-05-31
246335,32.5,2022-05-31
36813,20.0,2022-05-31
242874,39.759,2022-05-31
21436,16.9,2022-05-31
21033,20.75,2022-05-31
247301,12.75,2022-05-31
245701,16.25,2022-05-31
236708,21.119,2022-05-31
25918,10.44,2022-05-31
36919,34.0,2022-05-31
25864,13.7,2022-05-31
241633,37.53,2022-05-31
242720,30.286,2022-05-31
243059,154.975,2022-05-31
25480,20.85,2022-05-31
243566,28.8,2022-05-31
197265,55.565,2022-05-31
245720,21.0,2022-05-31
246647,12.74,2022-05-31
234887,34.0,2022-05-31
243265,15.0,2022-05-31
208761,38.912,2022-05-31
38033,11.6,2022-05-31
246422,20.75,2022-05-31
242790,17.88,2022-05-31
243159,18.46,2022-05-31
243921,35.0,2022-05-31
242237,58.984,2022-05-31
201679,19.75,2022-05-31
243838,20.2,2022-05-31
241905,19.0,2022-05-31
243942,41.0,2022-05-31
198335,20.44,2022-05-31
243078,21.35,2022-05-31
243335,23.185,2022-05-31
241883,23.1,2022-05-31
244325,40.455,2022-05-31
243155,20.0,2022-05-31
12477,21.65,2022-05-31
245764,20.0,2022-05-31
31081,16.242,2022-05-31
41039,17.4,2022-05-31
243321,21.0,2022-05-31
243540,40.89,2022-05-31
246982,32.244,2022-05-31
243017,40.0,2022-05-31
242575,33.98,2022-05-31
245909,32.03,2022-05-31
244385,31.318,2022-05-31
244376,48.01,2022-05-31
204995,14.68,2022-05-31
243158,29.55,2022-05-31
24626,31.0,2022-05-31
208938,107.583,2022-05-31
242541,62.9,2022-05-31
243248,15.0,2022-05-31
210580,32.48,2022-05-31
247088,25.518,2022-05-31
246813,41.7603,2022-05-31
42332,54.0,2022-05-31
43457,211.0,2022-06-15
246281,20.0,2022-06-18
42643,200.0,2022-05-19
22066,50.0,2022-05-08
200197,200.0,2022-04-26
200196,655.0,2022-06-04
200197,100.0,2022-06-05
244029,74.0,2022-06-26
244014,75.78,2022-06-26
244011,15.01,2022-06-26
239226,52.03,2022-06-26
239233,69.0,2022-06-26
15467,103.0,2022-06-26
247610,28.0,2022-06-26
243992,156.44,2022-06-26
15038,13.4,2022-06-26
15020,4.0,2022-06-26
247592,77.0,2022-06-26
247581,90.13,2022-06-26
247546,167.01,2022-06-26
247536,38.0,2022-06-26
247529,34.0,2022-06-26
247526,24.0,2022-06-26
14505,10.0,2022-06-26
247513,48.0,2022-06-26
14391,24.0,2022-06-26
238639,88.0,2022-06-26
247431,69.85,2022-06-26
247426,50.25,2022-06-26
247408,42.0,2022-06-26
247406,41.0,2022-06-26
247397,37.75,2022-06-26
247439,35.2,2022-06-26
13740,32.9,2022-06-26
13765,30.0,2022-06-26
247376,24.0,2022-06-26
13769,20.0,2022-06-26
247403,20.0,2022-06-26
13697,12.6,2022-06-26
238651,10.0,2022-06-26
238665,10.0,2022-06-26
238673,10.0,2022-06-26
247370,126.08,2022-06-26
203680,72.31,2022-06-26
13700,84.24,2022-06-26
247350,23.0,2022-06-26
247349,22.7,2022-06-26
247345,18.5,2022-06-26
247344,17.0,2022-06-26
43355,100.0,2022-06-27
43362,85.0,2022-06-27
43435,150.0,2022-06-26
244437,9.51,2022-06-28
43441,100.0,2022-06-29
32611,100.0,2022-06-29
43366,80.0,2022-06-29
15289,71.4,2022-06-30
